DateTime,Luftfugtighed,Nedbør,Nedbørsminutter,Middeltemperatur,Maksimumtemperatur,Minimumtemperatur,Skyhøjde,Skydække,Middelvindhastighed,Højeste vindstød
2024-04-14 12:00:00,62,0.1,3,9.2,9.8,8.1,800.0,90.0,7.7,14.9
2024-03-19 15:00:00,87,0.1,3,4.2,4.5,4.0,2600.0,10.0,4.3,7.8
2024-04-07 22:00:00,85,0.0,0,9.1,9.6,8.6,1750.0,60.0,2.4,4.1
2024-04-19 12:00:00,85,0.0,0,4.5,5.0,4.1,1250.0,50.0,5.4,11.3
2024-04-02 23:00:00,96,0.0,0,0.3,0.4,0.2,250.0,100.0,2.8,6.5
2024-04-08 14:00:00,55,0.0,0,15.9,16.4,15.6,1750.0,100.0,3.1,5.8
2024-04-18 12:00:00,58,0.0,0,8.5,9.8,7.7,1250.0,100.0,2.7,5.6
2024-04-22 21:00:00,85,0.0,0,-0.7,-0.3,-1.4,1750.0,40.0,1.1,1.8
2024-03-03 07:00:00,100,0.0,0,5.4,5.7,5.2,150.0,,2.7,5.8
2024-03-04 02:00:00,95,0.0,0,3.9,4.2,3.5,,0.0,1.9,4.2
2024-04-28 20:00:00,73,0.0,0,13.5,13.9,13.1,450.0,90.0,2.7,8.9
2024-03-11 09:00:00,83,0.0,0,2.4,2.9,2.0,150.0,100.0,6.2,12.1
2024-04-09 09:00:00,97,0.0,0,9.5,10.1,8.7,450.0,90.0,2.5,5.7
2024-03-13 03:00:00,100,0.0,0,3.5,3.7,3.4,450.0,100.0,1.8,3.0
2024-03-14 08:00:00,95,0.0,0,8.4,8.6,8.2,250.0,100.0,5.1,8.4
2024-03-16 07:00:00,83,0.0,0,4.9,5.2,4.7,2600.0,100.0,4.5,10.8
2024-04-23 19:00:00,92,0.0,0,4.0,4.4,3.8,250.0,100.0,2.5,4.3
2024-04-19 00:00:00,94,0.0,0,4.0,4.3,3.8,450.0,100.0,1.1,2.3
2024-04-04 08:00:00,100,0.1,2,4.3,4.7,4.0,150.0,90.0,4.4,9.2
2024-03-08 18:00:00,99,0.0,0,-0.3,-0.1,-0.5,450.0,100.0,1.7,3.8
2024-03-06 11:00:00,92,0.0,0,3.5,3.7,3.3,450.0,100.0,3.8,7.8
2024-04-16 02:00:00,86,0.0,0,5.7,5.8,5.5,,0.0,3.5,7.4
2024-03-30 17:00:00,92,0.0,0,7.6,7.8,7.4,,,3.3,6.9
2024-04-21 14:00:00,41,0.0,0,7.8,8.6,6.9,2600.0,50.0,3.7,7.5
2024-03-20 13:00:00,72,0.0,0,10.5,11.0,9.7,450.0,90.0,1.2,3.1
2024-03-21 22:00:00,92,0.2,3,5.5,5.7,5.3,450.0,100.0,5.1,8.3
2024-03-02 18:00:00,100,0.0,0,5.1,5.3,4.9,150.0,100.0,2.1,4.3
2024-04-29 01:00:00,85,0.0,0,8.3,8.7,7.9,1250.0,60.0,3.9,6.7
2024-03-14 20:00:00,90,0.0,0,9.3,9.5,9.1,1250.0,10.0,4.2,7.2
2024-03-13 11:00:00,86,0.0,0,7.2,8.2,6.0,1750.0,90.0,4.7,8.1
2024-03-27 22:00:00,90,0.0,0,5.2,5.6,4.4,,0.0,1.0,1.6
2024-04-01 23:00:00,99,1.8,23,7.3,7.5,7.2,250.0,100.0,1.8,3.8
2024-03-02 02:00:00,96,0.3,6,4.7,4.9,4.5,1250.0,,1.9,4.3
2024-04-02 08:00:00,97,0.5,8,3.4,3.7,3.2,250.0,100.0,4.0,8.3
2024-04-11 11:00:00,91,0.0,0,11.5,11.8,11.1,450.0,90.0,5.9,10.2
2024-03-03 02:00:00,100,0.0,0,5.1,5.3,5.0,450.0,,2.4,4.7
2024-03-01 17:00:00,94,0.0,0,5.4,5.6,5.1,800.0,,2.9,4.7
2024-03-15 00:00:00,92,0.0,0,9.0,9.2,8.6,800.0,90.0,2.6,4.9
2024-04-22 12:00:00,45,0.0,0,4.9,5.6,4.2,,0.0,5.1,11.1
2024-04-28 04:00:00,98,0.0,0,6.8,7.2,6.5,2600.0,75.0,1.8,4.6
2024-04-02 04:00:00,98,2.9,30,5.3,5.5,5.1,250.0,100.0,3.4,6.8
2024-04-27 14:00:00,71,0.0,0,9.0,9.6,8.6,1750.0,90.0,2.5,4.7
2024-04-07 16:00:00,54,0.0,0,13.9,14.3,13.5,,0.0,9.3,15.8
2024-03-17 18:00:00,70,0.0,0,1.1,1.2,0.9,450.0,100.0,2.4,5.9
2024-04-20 03:00:00,99,0.0,0,-0.1,0.4,-0.8,800.0,90.0,1.3,2.7
2024-04-13 20:00:00,91,0.2,3,10.0,10.1,9.7,450.0,90.0,4.8,8.5
2024-03-17 09:00:00,66,0.0,0,1.9,2.1,1.6,450.0,100.0,3.8,6.8
2024-03-16 06:00:00,85,0.0,0,5.2,5.4,4.9,2600.0,90.0,4.5,10.8
2024-04-07 19:00:00,69,0.0,0,11.6,12.0,11.3,2600.0,60.0,4.5,9.0
2024-04-09 11:00:00,95,0.4,6,11.2,12.3,10.4,800.0,100.0,3.5,7.7
2024-04-17 08:00:00,82,0.0,0,6.6,7.3,5.7,,0.0,1.3,3.3
2024-04-27 03:00:00,99,0.0,0,-1.5,-1.3,-1.9,1750.0,90.0,0.4,0.9
2024-03-08 12:00:00,99,0.0,0,0.7,1.4,0.0,450.0,60.0,2.1,4.7
2024-03-02 14:00:00,100,0.0,0,5.8,6.2,5.6,80.0,,2.1,4.2
2024-04-14 22:00:00,85,0.0,0,4.7,4.9,4.5,,0.0,3.3,6.2
2024-03-13 13:00:00,77,0.0,0,8.7,8.9,8.5,1750.0,90.0,6.4,9.9
2024-03-15 22:00:00,95,0.0,0,9.0,9.1,8.8,,0.0,5.4,9.5
2024-03-05 12:00:00,72,0.0,0,3.3,3.7,2.9,150.0,100.0,5.4,10.4
2024-04-10 13:00:00,56,0.0,0,10.0,10.7,9.2,,0.0,6.8,13.5
2024-03-28 01:00:00,95,0.0,0,4.0,4.6,3.4,,0.0,1.6,3.4
2024-03-19 18:00:00,90,0.0,0,4.0,4.2,3.7,2600.0,75.0,4.0,6.6
2024-04-12 10:00:00,95,0.1,1,11.4,11.8,11.2,450.0,100.0,6.5,11.8
2024-04-17 16:00:00,45,0.0,0,8.5,9.3,8.0,,0.0,1.9,4.6
2024-04-03 11:00:00,73,0.0,0,2.4,2.8,2.1,450.0,100.0,3.3,6.6
2024-03-27 20:00:00,89,0.0,0,5.7,6.2,5.1,800.0,50.0,1.5,3.2
2024-04-22 16:00:00,43,0.0,0,4.8,5.2,4.3,,0.0,3.3,9.0
2024-04-19 21:00:00,81,0.0,0,2.9,3.4,2.6,800.0,75.0,2.5,5.5
2024-03-01 21:00:00,96,0.0,0,4.5,5.1,3.8,1250.0,10.0,1.2,2.8
2024-03-14 19:00:00,88,0.0,0,9.2,9.3,9.0,800.0,25.0,4.9,10.0
2024-04-04 16:00:00,95,1.1,17,7.5,7.7,7.3,250.0,90.0,2.1,4.3
2024-03-15 03:00:00,95,0.0,0,7.6,8.0,7.2,1250.0,100.0,2.9,4.8
2024-04-10 23:00:00,87,0.0,0,5.9,6.3,5.7,450.0,100.0,4.1,6.8
2024-04-11 15:00:00,79,0.0,0,13.6,14.0,13.3,450.0,40.0,5.5,11.3
2024-04-01 18:00:00,96,1.7,16,8.1,8.5,7.9,150.0,100.0,3.3,6.4
2024-04-05 23:00:00,91,0.0,0,9.2,9.4,9.1,2250.0,10.0,4.7,9.3
2024-04-17 00:00:00,87,0.0,0,0.2,0.8,-0.4,450.0,60.0,1.0,2.4
2024-04-07 20:00:00,72,0.0,0,11.0,11.6,9.9,2600.0,10.0,3.7,6.7
2024-04-17 23:00:00,98,0.0,0,-0.3,0.5,-0.9,,0.0,0.7,1.2
2024-04-18 10:00:00,68,0.0,0,7.9,9.1,6.9,800.0,100.0,1.6,3.8
2024-03-15 09:00:00,88,0.0,0,9.7,10.1,9.2,800.0,50.0,5.3,9.0
2024-04-23 01:00:00,87,0.0,0,-1.2,-0.2,-2.5,,0.0,1.5,3.0
2024-03-21 20:00:00,74,0.0,0,6.2,6.7,5.8,800.0,60.0,4.7,9.2
2024-03-10 05:00:00,90,0.0,0,0.7,1.0,0.3,450.0,25.0,5.1,10.0
2024-03-06 13:00:00,89,0.0,0,3.7,4.0,3.5,450.0,75.0,3.8,7.4
2024-04-01 07:00:00,100,0.0,0,4.4,4.6,4.2,150.0,90.0,2.2,4.9
2024-03-28 22:00:00,91,0.0,0,6.4,6.5,6.1,2600.0,60.0,5.1,8.4
2024-04-14 20:00:00,78,0.0,0,5.7,6.2,5.2,2600.0,60.0,4.5,9.6
2024-03-24 10:00:00,89,0.5,6,5.3,6.1,4.5,800.0,90.0,3.5,6.5
2024-04-12 05:00:00,97,0.0,0,9.1,9.4,8.8,250.0,100.0,3.4,5.9
2024-04-28 14:00:00,59,0.0,0,16.0,16.6,15.4,1250.0,75.0,5.9,13.5
2024-04-24 00:00:00,97,0.0,0,3.0,3.2,2.9,450.0,100.0,1.0,2.1
2024-04-22 13:00:00,44,0.0,0,5.3,6.0,4.8,1750.0,10.0,4.8,9.5
2024-04-07 03:00:00,87,0.0,0,11.9,13.8,11.3,450.0,90.0,1.2,4.0
2024-03-30 18:00:00,92,0.0,0,7.2,7.4,6.8,,,2.4,5.4
2024-03-22 07:00:00,95,0.0,0,7.0,7.1,6.8,450.0,90.0,4.9,8.2
2024-03-24 06:00:00,94,0.0,0,3.3,3.6,3.1,2600.0,100.0,3.0,6.2
2024-04-17 14:00:00,53,0.0,0,9.1,9.6,8.7,,0.0,2.8,5.6
2024-04-26 15:00:00,95,0.7,9,3.9,4.3,3.4,450.0,100.0,2.9,5.9
2024-04-09 14:00:00,89,0.0,0,12.9,13.5,11.5,150.0,90.0,5.0,10.3
2024-04-20 21:00:00,98,0.0,0,1.5,2.1,0.6,450.0,10.0,1.1,2.2
2024-04-26 16:00:00,95,0.0,0,3.8,4.3,3.5,450.0,100.0,2.4,5.7
2024-03-17 23:00:00,77,0.0,0,1.2,1.4,1.1,800.0,100.0,2.5,5.5
2024-04-23 13:00:00,87,2.0,22,3.9,4.1,3.7,250.0,90.0,5.6,9.7
2024-04-09 12:00:00,93,0.0,0,13.0,14.2,12.3,1250.0,100.0,3.2,6.0
2024-03-18 23:00:00,86,0.0,0,1.0,1.1,0.9,1750.0,90.0,4.6,9.0
2024-03-14 13:00:00,92,0.0,0,9.1,9.3,9.0,250.0,100.0,6.5,11.3
2024-03-31 17:00:00,85,0.0,0,8.8,9.1,8.6,,,2.1,4.0
2024-03-03 19:00:00,99,1.5,16,5.4,5.6,5.1,1250.0,40.0,3.2,6.3
2024-04-06 05:00:00,97,0.0,0,7.2,7.7,6.8,450.0,25.0,2.2,4.1
2024-03-11 05:00:00,85,0.1,1,2.0,2.1,1.7,150.0,100.0,6.2,13.0
2024-03-21 19:00:00,65,0.0,0,6.9,7.4,6.6,800.0,40.0,3.7,7.8
2024-04-26 20:00:00,97,0.0,0,3.0,3.3,2.7,80.0,100.0,1.2,2.7
2024-03-28 13:00:00,86,0.0,0,7.7,8.1,7.3,150.0,90.0,2.0,3.9
2024-03-24 19:00:00,92,0.1,3,4.8,5.4,4.2,,0.0,2.0,5.0
2024-04-30 03:00:00,91,0.0,0,7.9,8.4,7.6,,0.0,1.8,3.9
2024-03-17 19:00:00,71,0.0,0,0.8,1.1,0.6,800.0,100.0,2.5,5.1
2024-03-19 09:00:00,82,0.0,0,2.8,3.1,2.4,800.0,100.0,5.5,9.0
2024-03-30 21:00:00,89,0.0,0,7.6,7.8,7.5,,,4.7,8.0
2024-03-26 00:00:00,94,0.0,0,0.5,1.3,0.0,2600.0,90.0,1.0,2.0
2024-03-08 20:00:00,100,0.0,0,-1.2,-0.6,-1.8,450.0,100.0,1.5,3.8
2024-04-15 03:00:00,95,0.0,0,2.8,3.1,2.1,1250.0,100.0,1.9,3.9
2024-04-16 15:00:00,38,0.0,0,10.2,10.6,9.6,,0.0,5.1,9.3
2024-04-02 14:00:00,95,0.9,10,2.5,2.8,2.3,250.0,100.0,3.3,6.3
2024-04-19 02:00:00,97,0.0,0,3.5,3.7,3.3,450.0,100.0,0.9,1.5
2024-03-31 01:00:00,93,0.0,0,6.7,7.0,6.4,,,1.5,3.2
2024-03-19 05:00:00,86,0.0,0,1.5,1.7,1.4,1750.0,100.0,4.0,7.8
2024-04-27 04:00:00,100,0.0,0,-1.5,-0.8,-1.8,,0.0,0.8,1.8
2024-03-09 10:00:00,88,0.0,0,0.8,1.1,0.4,800.0,100.0,5.2,10.5
2024-03-30 05:00:00,100,0.0,0,2.8,3.6,2.0,,,1.4,3.0
2024-04-03 01:00:00,97,0.0,0,0.2,0.3,0.0,450.0,100.0,2.4,5.4
2024-04-01 09:00:00,100,0.0,0,5.5,6.0,4.9,2600.0,90.0,2.1,4.1
2024-04-08 00:00:00,86,0.0,0,9.5,9.7,9.3,,0.0,3.8,5.6
2024-03-20 05:00:00,99,0.0,0,6.3,6.5,6.1,150.0,100.0,1.3,3.2
2024-03-31 09:00:00,90,0.0,0,6.4,6.7,6.0,,,2.6,6.1
2024-04-08 13:00:00,56,0.0,0,15.5,15.8,15.2,2250.0,100.0,3.7,6.6
2024-03-21 00:00:00,100,1.1,18,4.3,4.4,4.1,,0.0,2.6,5.4
2024-03-24 17:00:00,82,0.0,0,5.9,6.3,5.3,,0.0,1.0,2.3
2024-04-17 07:00:00,92,0.0,0,5.2,6.0,4.7,,0.0,1.4,3.3
2024-03-31 21:00:00,96,0.0,0,6.5,6.8,6.1,,,0.6,1.0
2024-03-28 06:00:00,94,0.0,0,4.3,4.6,4.0,2600.0,100.0,2.2,4.6
2024-04-20 19:00:00,96,0.0,0,2.5,2.7,2.3,,0.0,1.5,3.0
2024-04-03 12:00:00,72,0.0,0,2.8,3.3,2.5,450.0,100.0,3.5,6.4
2024-04-04 04:00:00,98,1.0,11,2.8,3.0,2.6,80.0,100.0,4.2,8.3
2024-04-11 06:00:00,91,0.1,3,8.7,8.9,8.5,450.0,100.0,8.2,15.2
2024-04-08 15:00:00,58,0.0,0,15.6,16.2,15.0,1750.0,90.0,3.1,5.4
2024-03-17 06:00:00,85,0.0,0,-0.6,0.0,-1.1,450.0,90.0,1.3,3.2
2024-03-07 15:00:00,76,0.0,0,2.5,3.1,2.2,,0.0,2.1,4.5
2024-03-21 04:00:00,99,0.1,2,4.1,4.6,3.9,,0.0,3.9,7.5
2024-04-18 16:00:00,67,0.0,0,8.0,8.7,7.1,800.0,100.0,1.0,3.1
2024-03-12 23:00:00,100,0.0,0,3.3,3.5,3.2,250.0,100.0,1.4,2.4
2024-04-30 09:00:00,75,0.0,0,11.4,12.1,11.0,,0.0,2.7,5.8
2024-04-19 14:00:00,81,0.0,0,4.4,4.6,4.2,,0.0,5.4,10.0
2024-03-27 05:00:00,98,0.0,0,3.8,4.3,3.5,,0.0,2.4,4.5
2024-04-23 20:00:00,94,0.0,0,4.0,4.2,3.9,250.0,100.0,2.2,4.0
2024-04-15 00:00:00,91,0.0,0,3.6,4.0,3.2,1750.0,100.0,2.1,3.6
2024-04-26 00:00:00,95,0.0,0,3.8,4.2,3.4,450.0,90.0,1.5,3.5
2024-03-31 11:00:00,83,0.0,0,7.7,8.1,7.4,,,2.3,4.8
2024-03-27 15:00:00,71,0.0,0,9.1,9.5,8.9,800.0,90.0,2.7,6.5
2024-03-09 15:00:00,80,0.0,0,2.5,2.6,2.2,450.0,100.0,5.3,11.2
2024-03-17 12:00:00,59,0.0,0,3.7,4.0,3.4,450.0,90.0,2.9,6.8
2024-03-23 11:00:00,69,0.0,0,6.6,7.2,5.8,800.0,60.0,6.9,12.1
2024-03-29 17:00:00,85,0.0,0,8.0,8.1,7.8,1750.0,90.0,2.1,4.5
2024-04-07 15:00:00,58,0.0,0,14.2,14.4,14.0,2600.0,10.0,9.1,14.3
2024-03-02 16:00:00,96,0.0,0,6.0,6.2,5.7,150.0,,2.0,4.3
2024-04-27 08:00:00,98,0.0,0,4.3,5.3,3.3,1750.0,90.0,1.0,2.7
2024-03-28 03:00:00,91,0.0,0,4.6,5.0,4.3,,0.0,1.8,4.7
2024-04-13 19:00:00,88,0.7,9,10.1,11.0,9.6,250.0,90.0,4.6,11.3
2024-04-08 01:00:00,87,0.0,0,9.4,9.7,9.2,,0.0,3.8,5.2
2024-04-26 18:00:00,94,0.0,0,3.7,3.9,3.5,,0.0,1.5,3.5
2024-03-12 22:00:00,100,0.0,0,3.3,3.4,3.1,250.0,100.0,1.8,3.1
2024-04-30 12:00:00,60,0.0,0,14.1,15.0,13.6,,0.0,4.4,9.0
2024-04-30 23:00:00,75,0.0,0,11.7,12.2,11.2,,,3.1,6.7
2024-04-24 01:00:00,97,0.0,0,3.2,3.4,3.0,450.0,100.0,0.9,1.7
2024-03-07 01:00:00,97,0.0,0,-0.3,0.5,-0.9,150.0,100.0,1.4,2.3
2024-04-27 16:00:00,68,0.0,0,9.6,10.4,9.1,2250.0,100.0,3.2,7.5
2024-04-09 01:00:00,92,0.0,0,9.0,9.2,8.8,150.0,90.0,1.6,4.2
2024-03-20 23:00:00,100,0.3,4,4.7,4.8,4.3,450.0,50.0,1.4,2.9
2024-03-30 22:00:00,88,0.0,0,7.7,7.9,7.5,,,4.8,8.3
2024-03-17 07:00:00,83,0.0,0,-0.5,0.5,-1.2,450.0,90.0,1.4,3.4
2024-03-29 02:00:00,90,0.0,0,5.6,5.8,5.3,2600.0,100.0,3.8,6.0
2024-04-24 05:00:00,94,0.1,3,3.5,3.6,3.2,450.0,100.0,3.2,6.7
2024-03-05 23:00:00,89,0.0,0,1.8,2.1,1.3,450.0,100.0,4.5,9.0
2024-03-26 02:00:00,97,0.0,0,0.0,0.5,-0.6,2600.0,100.0,1.1,1.6
2024-04-21 21:00:00,62,0.0,0,2.5,3.0,2.2,800.0,10.0,1.8,3.4
2024-04-29 17:00:00,62,0.0,0,13.7,14.0,13.3,2600.0,40.0,3.3,6.9
2024-03-18 16:00:00,73,0.0,0,3.7,3.9,3.5,250.0,90.0,4.3,8.2
2024-03-02 21:00:00,100,0.0,0,4.7,5.3,4.5,80.0,100.0,2.7,5.7
2024-03-09 20:00:00,82,0.0,0,1.1,1.5,0.9,1750.0,90.0,4.8,10.4
2024-03-16 21:00:00,76,0.0,0,2.0,2.1,1.7,2600.0,100.0,3.6,8.0
2024-03-09 09:00:00,91,0.0,0,0.3,0.5,0.2,450.0,100.0,5.0,10.7
2024-04-24 19:00:00,77,0.0,0,5.8,6.4,5.3,2250.0,60.0,1.5,3.5
2024-04-17 06:00:00,96,0.0,0,4.0,4.7,3.4,,0.0,1.5,3.1
2024-04-02 13:00:00,95,0.4,7,3.1,3.4,2.8,250.0,100.0,3.0,6.7
2024-04-17 22:00:00,97,0.0,0,0.0,0.5,-0.4,,0.0,0.6,0.9
2024-04-23 15:00:00,94,2.1,18,4.1,4.4,3.8,250.0,100.0,4.9,9.3
2024-03-27 23:00:00,94,0.0,0,3.8,4.5,3.4,,0.0,1.0,1.6
2024-03-27 00:00:00,90,0.0,0,4.1,4.3,3.9,2600.0,10.0,2.2,4.7
2024-04-05 07:00:00,92,0.0,0,4.6,4.9,4.4,150.0,100.0,4.2,8.0
2024-03-17 10:00:00,62,0.0,0,2.5,3.0,2.0,450.0,100.0,3.5,6.5
2024-04-13 16:00:00,74,0.0,0,13.6,14.7,12.8,450.0,90.0,6.2,10.8
2024-03-28 21:00:00,91,0.0,0,6.1,6.3,5.9,2600.0,50.0,4.4,8.7
2024-04-03 08:00:00,83,0.0,0,1.3,1.6,1.0,800.0,50.0,2.9,6.1
2024-04-17 19:00:00,75,0.0,0,4.3,5.9,3.0,,0.0,0.8,1.3
2024-03-30 19:00:00,94,0.0,0,6.7,7.0,6.5,,,1.6,3.4
2024-03-22 12:00:00,72,0.0,0,9.2,9.7,8.3,450.0,75.0,6.7,11.9
2024-03-03 10:00:00,100,0.0,0,5.0,5.1,4.8,150.0,,4.0,7.9
2024-04-16 11:00:00,55,0.0,0,10.0,10.6,9.3,,0.0,5.4,10.5
2024-03-13 08:00:00,100,0.0,0,4.1,4.4,3.9,1250.0,90.0,3.8,6.1
2024-03-31 05:00:00,93,0.0,0,6.2,6.8,5.6,,,2.3,6.9
2024-04-15 19:00:00,86,0.0,0,6.2,6.6,5.9,450.0,100.0,3.3,8.1
2024-03-08 08:00:00,100,0.0,0,-1.4,-1.2,-1.6,450.0,100.0,1.0,2.8
2024-03-02 20:00:00,100,0.0,0,5.6,5.8,5.3,80.0,,2.7,6.0
2024-03-02 10:00:00,100,0.0,0,4.6,4.8,4.4,80.0,,2.4,5.1
2024-03-03 08:00:00,100,0.0,0,5.2,5.4,5.1,150.0,,3.6,8.1
2024-04-12 06:00:00,97,0.0,0,9.7,10.0,9.3,150.0,100.0,4.2,7.5
2024-03-01 11:00:00,89,0.0,0,5.4,6.1,4.7,250.0,,5.0,8.0
2024-03-23 04:00:00,94,0.0,0,2.5,2.7,2.3,450.0,100.0,3.4,5.6
2024-03-02 13:00:00,100,0.0,0,5.8,6.0,5.5,80.0,100.0,1.8,4.2
2024-04-28 05:00:00,94,0.0,0,7.2,7.4,7.0,1750.0,75.0,2.2,4.4
2024-04-21 22:00:00,65,0.0,0,1.4,2.2,0.7,800.0,50.0,1.5,2.7
2024-04-23 09:00:00,62,0.0,0,6.1,6.6,5.7,250.0,100.0,5.1,9.3
2024-03-11 04:00:00,84,0.0,0,2.0,2.2,1.9,150.0,100.0,6.1,12.3
2024-04-12 21:00:00,93,0.0,0,9.6,9.8,9.4,250.0,100.0,4.1,7.9
2024-03-06 14:00:00,89,0.0,0,3.6,4.0,3.3,450.0,25.0,3.3,6.2
2024-04-14 19:00:00,75,0.0,0,6.5,7.0,6.1,,0.0,4.5,9.4
2024-04-08 07:00:00,76,0.0,0,10.3,11.0,9.6,,0.0,4.0,5.8
2024-03-11 23:00:00,87,0.0,0,2.7,2.9,2.6,1250.0,100.0,3.9,8.4
2024-03-16 14:00:00,61,0.0,0,6.3,6.9,5.9,2600.0,100.0,8.0,17.0
2024-03-20 09:00:00,95,0.0,0,6.0,6.4,5.6,250.0,90.0,1.8,4.5
2024-04-30 15:00:00,52,0.0,0,16.8,17.4,16.4,,,3.9,7.6
2024-04-07 23:00:00,85,0.0,0,9.6,9.8,9.4,1750.0,60.0,4.4,7.5
2024-03-24 21:00:00,95,0.3,3,4.1,4.2,4.0,2600.0,40.0,2.1,4.9
2024-04-18 01:00:00,99,0.0,0,-1.2,-0.9,-1.5,1750.0,75.0,0.4,0.8
2024-03-27 09:00:00,79,0.0,0,7.0,7.7,6.4,1750.0,100.0,3.2,6.2
2024-03-10 07:00:00,93,0.4,4,0.3,0.5,0.0,800.0,100.0,5.1,10.1
2024-03-16 08:00:00,75,0.0,0,5.1,5.4,5.0,2600.0,50.0,4.8,11.7
2024-04-09 21:00:00,96,0.0,0,8.8,8.9,8.6,800.0,100.0,4.9,7.9
2024-03-26 01:00:00,96,0.0,0,0.4,0.8,-0.2,2600.0,90.0,1.0,1.8
2024-03-06 18:00:00,93,0.0,0,3.0,3.1,2.8,,0.0,2.2,4.3
2024-03-17 00:00:00,84,0.0,0,0.1,0.4,-0.1,2250.0,100.0,2.2,4.4
2024-03-02 23:00:00,100,0.0,0,4.9,5.2,4.5,80.0,,1.8,4.1
2024-04-11 01:00:00,81,0.0,0,6.8,7.0,6.6,250.0,100.0,6.1,9.1
2024-03-23 13:00:00,78,0.9,8,5.6,7.0,4.1,1250.0,90.0,5.0,9.6
2024-03-30 07:00:00,98,0.0,0,6.0,6.6,5.3,,,2.3,5.0
2024-03-18 14:00:00,74,0.0,0,3.9,4.6,3.6,150.0,100.0,4.3,8.2
2024-04-03 13:00:00,70,0.0,0,3.4,4.0,3.1,450.0,100.0,3.4,6.6
2024-04-25 11:00:00,74,0.0,0,6.8,8.0,5.4,450.0,75.0,3.6,8.1
2024-04-18 05:00:00,100,0.0,0,-1.4,-0.8,-1.8,800.0,75.0,0.5,1.5
2024-04-17 12:00:00,52,0.0,0,9.2,9.6,8.8,,0.0,3.0,5.7
2024-04-10 04:00:00,89,0.0,0,6.7,7.1,6.5,800.0,100.0,7.0,12.9
2024-03-27 17:00:00,74,0.0,0,8.4,8.9,7.7,800.0,100.0,2.7,5.6
2024-03-17 13:00:00,60,0.0,0,3.8,4.2,3.4,450.0,90.0,2.2,4.9
2024-03-14 00:00:00,92,0.0,0,8.5,8.6,8.4,450.0,100.0,5.9,10.3
2024-03-27 08:00:00,85,0.0,0,6.3,6.6,5.8,1750.0,60.0,2.5,5.7
2024-04-10 22:00:00,86,0.0,0,5.9,6.0,5.6,800.0,100.0,3.8,6.1
2024-03-31 00:00:00,92,0.0,0,7.0,7.1,6.8,,,1.4,3.1
2024-04-15 17:00:00,72,0.0,0,7.9,8.1,7.7,1250.0,100.0,4.3,9.3
2024-03-26 04:00:00,99,0.0,0,-0.7,-0.3,-1.1,2600.0,100.0,0.9,1.8
2024-04-11 23:00:00,93,0.0,0,7.8,8.0,7.6,150.0,100.0,3.2,6.1
2024-03-24 18:00:00,86,0.0,0,5.2,5.5,4.8,2600.0,60.0,0.8,4.5
2024-04-24 18:00:00,65,0.0,0,6.9,7.4,6.3,,0.0,1.7,3.8
2024-04-16 03:00:00,84,0.0,0,5.8,5.9,5.6,,0.0,3.6,7.3
2024-04-21 11:00:00,42,0.0,0,8.0,8.5,7.5,1250.0,75.0,4.4,10.0
2024-04-17 04:00:00,95,1.6,17,3.5,4.0,2.9,1250.0,40.0,1.6,4.6
2024-04-02 12:00:00,95,0.6,10,3.2,3.5,2.9,450.0,100.0,3.1,6.0
2024-04-24 11:00:00,79,0.0,0,5.8,6.4,5.0,800.0,100.0,2.7,5.9
2024-04-15 08:00:00,87,0.1,3,5.8,6.6,5.1,,0.0,1.8,3.4
2024-03-10 08:00:00,95,0.6,9,-0.1,0.2,-0.2,800.0,100.0,5.7,9.4
2024-03-23 05:00:00,95,0.0,0,2.1,2.3,1.9,800.0,90.0,3.2,4.8
2024-04-22 11:00:00,46,0.0,0,5.1,5.6,4.4,,0.0,4.8,9.7
2024-04-24 23:00:00,86,0.0,0,3.1,4.3,2.0,450.0,10.0,1.2,2.7
2024-03-23 15:00:00,77,0.2,6,5.9,6.8,4.3,800.0,100.0,5.1,10.0
2024-04-03 15:00:00,77,0.0,0,2.5,3.0,1.9,450.0,100.0,3.6,7.2
2024-04-21 20:00:00,60,0.0,0,3.2,3.8,2.9,2600.0,40.0,1.9,3.9
2024-03-02 17:00:00,97,0.0,0,5.5,5.9,4.9,150.0,,2.1,4.4
2024-03-13 00:00:00,100,0.0,0,3.4,3.5,3.3,450.0,100.0,1.7,3.3
2024-03-01 01:00:00,91,0.0,0,4.5,5.0,4.2,2600.0,,3.9,6.8
2024-04-11 21:00:00,90,0.0,0,9.0,9.4,8.6,150.0,90.0,4.6,7.7
2024-03-04 17:00:00,77,0.0,0,4.8,5.2,4.5,800.0,100.0,4.3,7.9
2024-04-22 06:00:00,66,0.0,0,1.4,2.1,0.5,1250.0,90.0,3.8,7.7
2024-03-15 06:00:00,89,0.0,0,8.6,8.9,8.2,800.0,90.0,3.7,6.9
2024-03-27 18:00:00,81,0.0,0,7.2,7.9,6.6,800.0,90.0,1.8,4.8
2024-04-03 05:00:00,98,0.0,0,0.3,0.4,0.2,800.0,90.0,1.0,2.5
2024-03-22 02:00:00,96,0.0,0,6.8,6.9,6.6,450.0,100.0,4.9,8.1
2024-03-01 05:00:00,97,0.0,0,3.3,3.5,3.1,150.0,,4.3,9.1
2024-03-11 03:00:00,83,0.0,0,2.0,2.1,1.8,150.0,100.0,5.5,9.9
2024-04-29 21:00:00,89,0.0,0,8.3,8.7,7.9,2250.0,90.0,1.6,2.7
