Source,MAE,MAE_std,RMSE,RMSE_std,MAPE,MAPE_std
train_1000_test_250_horizon_50_results_climate,0.1537757309173324,0.0502111610395666,0.1886307359697683,0.0545442777886241,2.17625964607405,1.0230238477348328
train_1000_test_50_horizon_10_results_climate,0.1375927251164633,0.0528007432787309,0.1684542069239708,0.0585212164475931,1.1056492974933232,0.5216122136009825
train_1000_test_50_horizon_10_results_weather,1.0960281241463412,0.73581409731196,1.253891018501096,0.7921537845294918,0.1114837009572483,0.0860369672065406
train_1000_test_250_horizon_50_results_weather,4.02986262533306,1.4886042294502524,4.611238442075888,1.5208336707099774,52958220122695.78,92080858019450.2
train_100_test_250_horizon_50_results_weather,3.1063653680398007,0.936707638916507,3.343919706282019,0.9859505344823162,105092172396520.52,185737805283916.03
train_100_test_50_horizon_10_results_weather,1.4354065331707315,0.8924037506229986,1.6585011834509689,0.9818649829092896,2.6602054008385627,2.9779351137318457
train_100_test_250_horizon_50_results_climate,0.1479020796010685,0.0249250624862436,0.1783412533992487,0.0320992214761276,1.6606181770469004,0.701539071972343
train_100_test_50_horizon_10_results_climate,0.1155892765195121,0.0255862177003121,0.132742284671154,0.0289777126897994,2.540227956572201,1.900929587165267
