MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.2],Coverage[0.2],QuantileLoss[0.3],Coverage[0.3],QuantileLoss[0.4],Coverage[0.4],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.6],Coverage[0.6],QuantileLoss[0.7],Coverage[0.7],QuantileLoss[0.8],Coverage[0.8],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.2],wQuantileLoss[0.3],wQuantileLoss[0.4],wQuantileLoss[0.5],wQuantileLoss[0.6],wQuantileLoss[0.7],wQuantileLoss[0.8],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA,context_length,rope_scaling,dataset,train_size,test_size,forecast_horizon
0.0861369514465332,11.253714561462402,10.978708267211914,0.2195741653442383,0.17788784132837487,1.2652595565189224,1.213402328491211,1.689046630859375,9.480821255429,0.0,3.9286048516631125,0.08,6.9070063829422,0.24,9.122169974446296,0.26,10.506089111045004,0.32,11.253714761696756,0.38,11.416545993089676,0.48,11.165455527603626,0.6,10.35217512100935,0.66,7.81535868793726,0.72,0.29349097336465596,1.3366370898167108,1.0250490574625977,0.35783853218834066,0.6291274178010616,0.8308964727380361,0.9569512965766296,1.0250490757010233,1.0398806230406332,1.017009948333306,0.942931979705325,0.7118650480291887,9.163013379048143,0.8346167104570604,0.27777777777777785,,128,False,climate,large,large,50
0.07695026397705078,10.925106048583984,10.978708267211914,0.2195741653442383,0.17788784132837487,1.228313972107471,1.1245693206787108,1.6380294799804687,9.739049522196915,0.0,3.8130908161401753,0.1,6.960895481705666,0.26,9.203998130559922,0.28,10.371887344494462,0.34,10.925106012262404,0.38,11.199479966610673,0.44,10.42574466764927,0.52,9.428757818043232,0.66,6.846868434548378,0.72,0.2773991059413328,1.26335038325861,0.9951176206413997,0.3473168904148798,0.6340359277506709,0.8383498228154771,0.944727475405305,0.9951176173330342,1.0201090778646607,0.9496330910609878,0.8588221481576632,0.6236497289026851,8.797314296890466,0.8013068644117071,0.27777777777777785,,256,False,climate,large,large,50
0.07592145442962646,10.880030632019043,10.978708267211914,0.2195741653442383,0.17788784132837487,1.22324612528575,1.3594076538085937,1.604771728515625,8.727093634187689,0.0,3.4792587429285056,0.08,6.565143954753876,0.26,8.861510770022868,0.32,10.204975132271647,0.38,10.880030730739236,0.38,11.016460329294205,0.5,10.6914952352643,0.62,9.806343698501587,0.66,7.228591984510421,0.68,0.2755384808509085,1.2548765945161713,0.9910119084330191,0.31690966352748134,0.5979887428433436,0.8071542256467374,0.929524210307051,0.9910119174249871,1.003438661558668,0.9738390869893702,0.8932147079441384,0.6584191699581567,8.748201175365182,0.7968333762444372,0.26,,512,False,climate,large,large,50
0.0718535327911377,10.833894729614258,10.978708267211914,0.2195741653442383,0.17788784132837487,1.2180590476237505,1.511400146484375,1.6388185119628906,7.173793275842233,0.0,3.7817565500736237,0.2,6.73423476666212,0.24,8.779379653558134,0.3,10.030547832138836,0.4,10.833894230425358,0.42,10.869701662659645,0.46,10.401106102764606,0.62,9.358667604625223,0.66,6.638839849829673,0.78,0.26805509282820517,1.2207952261048594,0.9868096014510064,0.3444627963535473,0.6133904465586374,0.79967328030547,0.9136364304437551,0.9868095559821873,0.9900710901593206,0.9473888775993505,0.8524379532494758,0.6047013626964362,8.603125361415247,0.7836190881497977,0.3111111111111111,,950,False,climate,large,large,50
1.8751399993896485,9.71677017211914,110.99999237060547,11.099999237060548,1.8587991465692935,0.5227444928653517,0.08397051692008972,0.08841456174850464,3.5039447037996734,0.0,7.099473190307618,0.0,9.54422721862793,0.0,10.769147300720213,0.0,11.315233612060547,0.0,9.71677017211914,0.0,6.613036346435547,0.1,3.9731098175048833,0.4,2.3058345794677733,0.7,1.4822576522827147,1.0,1.3693575133578697,0.12336555022327163,0.0875384760358983,0.06395922232682666,0.0859840349066131,0.09701935171999211,0.1019390485567006,0.0875384760358983,0.05957690811685842,0.035793784599908,0.020773285927525833,0.01335367346092935,6.97989887661404,0.06288197618347248,0.5,,32,True,weather,large,small,10
2.144537353515625,11.926104545593262,110.99999237060547,11.099999237060548,1.8587991465692935,0.6416026480109357,0.10044634342193604,0.10746616125106812,4.111028974024028,0.0,6.797212982177736,0.0,10.011898231506349,0.0,12.367925834655761,0.0,13.381095886230469,0.0,11.926104545593262,0.0,8.721781539916993,0.0,5.211353874206543,0.6,3.7910896301269528,0.8,2.134008979797363,1.0,1.4644238981646076,0.13193008998371875,0.10744239067850135,0.0612361572015544,0.09019728756447785,0.11142276292562144,0.12055042167529006,0.10744239067850135,0.07857461386841191,0.04694913722882913,0.03415396297928839,0.019225307445719084,8.260274611579046,0.07441689350752151,0.5,,64,True,weather,large,small,10
2.215886116027832,16.20676040649414,110.99999237060547,11.099999237060548,1.8587991465692935,0.8718941170382108,0.1449904441833496,0.15704810619354248,5.251206555024948,0.0,8.533011627197265,0.0,13.528441238403321,0.0,16.414169597625733,0.0,17.27210578918457,0.0,16.206761837005615,0.0,13.254378890991209,0.0,6.470044898986815,0.3,3.4697978973388666,0.8,3.560217666625976,1.0,1.4885852733477623,0.1341067906002814,0.14600686054448725,0.07687398390720016,0.12187785737168991,0.1478754119443747,0.1556045673545334,0.14600687343197888,0.11940882704511947,0.058288696790038556,0.03125944266513052,0.03207403523722022,10.96765882703993,0.09880774397192066,0.5,,128,True,weather,large,small,10
6.824200439453125,26.687274932861328,110.99999237060547,11.099999237060548,1.8587991465692935,1.4357266615985325,0.22901763916015624,0.26363751888275144,6.35293751918396,0.0,11.433195781707765,0.0,17.97636013031006,0.0,23.046114921569824,0.0,26.40259628295898,0.0,26.687275409698486,0.0,24.085467910766603,0.0,15.498875999450682,0.1,3.731455612182617,0.5,2.0978990554809567,1.0,2.6123170633468527,0.23534389575675635,0.24042591682131084,0.10300177087881902,0.16194920149445416,0.20762267122166753,0.2378612441233897,0.2404259211171414,0.21698621230846868,0.13962952310576038,0.033616719537457956,0.018899992789878004,16.77324901156955,0.15111036184189297,0.5,,256,True,weather,large,small,10
5.3715873718261715,27.882984161376953,110.99999237060547,11.099999237060548,1.8587991465692935,1.50005363478025,0.2405329942703247,0.27794318199157714,8.528171331491674,0.0,11.477677440643312,0.0,18.62765102386475,0.0,23.7935751914978,0.0,26.514803695678715,0.0,27.88298511505127,0.0,26.016159439086913,0.0,20.332557678222653,0.1,6.911272430419922,0.3,3.630543899536132,1.0,2.3176685206962127,0.20879898017992723,0.251198072773569,0.10340250657244893,0.16781668742526548,0.21435654799016646,0.2388721217849403,0.2511980813652301,0.23437983087624426,0.1831762078896055,0.062263719868958615,0.032707604946624814,18.35413621266683,0.1653525898577205,0.5,,512,True,weather,large,small,10
3.621105194091797,22.581117630004883,110.99999237060547,11.099999237060548,1.8587991465692935,1.214822896367361,0.19829500913619996,0.2215801000595093,9.434587161202362,0.0,12.728367042541505,0.0,19.322294807434083,0.0,22.964729690551756,0.0,24.154224777221685,0.0,22.581119060516357,0.0,18.417860412597655,0.0,10.009704208374023,0.1,2.7010746002197257,0.9,5.025632667541503,1.0,1.902920175438738,0.17143426182276575,0.2034335061448591,0.11466998123787417,0.17407473995963021,0.2068894708918302,0.2176056435803693,0.20343351903235077,0.1659266817884484,0.09017752158895417,0.02433400707994114,0.0452759730898177,15.322778585222036,0.13804305980546847,0.5,,950,True,weather,large,small,10
1.9978340148925782,7.79318904876709,110.99999237060547,11.099999237060548,1.8587991465692935,0.4192593408034777,0.06307685375213623,0.0672295331954956,3.196725369581201,0.0,6.660746002197267,0.0,8.968976974487306,0.0,9.97144374847412,0.0,9.325071716308594,0.0,7.79318904876709,0.0,5.525209426879883,0.2,4.611850738525391,0.7,4.310444259643555,0.8,2.223182678222656,0.9,1.4134475635454533,0.1273376270897615,0.07020891517494238,0.060006724864975186,0.08080159991850983,0.08983283273733553,0.0840096608761391,0.07020891517494238,0.049776664924736015,0.041548207707324855,0.038832833837068155,0.020028674153417234,6.5989016215006515,0.059449568243827584,0.4,,32,False,weather,large,small,10
11.394456481933593,26.116071701049805,110.99999237060547,11.099999237060548,1.8587991465692935,1.4049969707190326,0.2186758279800415,0.2550758123397827,7.292799894354384,0.0,10.587102890014648,0.0,17.13444766998291,0.0,22.062377071380617,0.0,25.454875946044925,0.0,26.116071701049805,0.0,21.891442108154298,0.0,16.305134201049803,0.0,10.044752502441407,0.2,3.142304229736328,0.8,3.375567579227765,0.30410520821996634,0.23527994140624597,0.09537931187118062,0.1543644040332419,0.1987601674576608,0.22932322248326364,0.23527994140624597,0.19722021272815415,0.14689311100680452,0.09049327200766019,0.028309049060515602,16.97094536887275,0.15289141022830305,0.32222222222222224,,64,False,weather,large,small,10
4.678805541992188,8.735130310058594,110.99999237060547,11.099999237060548,1.8587991465692935,0.4699340607176764,0.07547147274017334,0.07908408641815186,10.797371351478683,0.0,9.370353698730469,0.0,11.974278068542482,0.0,12.261792755126953,0.0,11.56123046875,0.0,8.735130310058594,0.0,5.051667785644531,0.1,2.9410755157470705,0.8,2.887068939208984,1.0,3.811930656433105,1.0,2.1630546784564157,0.19486980424597095,0.0786948730671426,0.08441760669176303,0.10787638641057652,0.11046660899027293,0.10415523660712966,0.0786948730671426,0.045510523719479924,0.02649617763871048,0.026009631870691236,0.03434171998594266,7.621614244249132,0.06866319610907878,0.5,,128,False,weather,large,small,10
0.8943601608276367,6.957798004150391,110.99999237060547,11.099999237060548,1.8587991465692935,0.3743168279903777,0.06157262921333313,0.06061305403709412,9.924993932515294,0.0,8.283604621887207,0.0,10.489049911499023,0.0,9.52231979370117,0.0,5.621017074584961,0.2,6.957798004150391,0.6,9.170100402832032,0.8,13.368886184692386,1.0,14.581945037841791,1.0,11.275626373291013,1.0,0.9457061704502285,0.08519875995060575,0.06268286921065523,0.07462707379501438,0.09449595164365694,0.08578667070451826,0.05063979694536892,0.06268286921065523,0.08261352282092965,0.12044042435657568,0.13136888324420568,0.10158222656127835,9.918927489386665,0.08935971325357812,0.5,,256,False,weather,large,small,10
0.7661817073822021,16.889259338378906,110.99999237060547,11.099999237060548,1.8587991465692935,0.9086113133606013,0.15017725229263307,0.16296056509017945,10.120638656301976,0.0,10.247590637207033,0.0,16.394798278808594,0.0,18.748262214660645,0.0,19.893896484375,0.0,16.88925838470459,0.0,10.098298645019531,0.0,2.0782880783081055,0.8,7.03752098083496,1.0,9.104024124145505,1.0,0.8753180606969115,0.07885748836580185,0.1521554999930923,0.09232064271673548,0.14770089554663962,0.16890327480441772,0.17922430497070208,0.1521554914014312,0.09097566972170097,0.01872331730770883,0.0634010942751975,0.08201824099004526,12.276881980895999,0.11060254797050875,0.5,,512,False,weather,large,small,10
0.8118614196777344,11.285469055175781,110.99999237060547,11.099999237060548,1.8587991465692935,0.6071376283986837,0.1050109624862671,0.11172991991043091,15.095393636993098,0.0,11.329981803894043,0.0,17.17399139404297,0.0,19.349163722991943,0.0,17.63592338562012,0.0,11.28546953201294,0.0,5.617492294311523,0.3,10.992881393432619,0.8,16.116376113891597,1.0,16.325764846801754,1.0,0.9010335286090826,0.08117419734595317,0.10167089937714581,0.10207191515892751,0.15472065382403496,0.174316802278591,0.15888220358373997,0.10167090367297636,0.050608042165948136,0.099034974315401,0.14519258758219036,0.1470789726930204,13.980782720777723,0.12595300614164776,0.5,,950,False,weather,large,small,10
6.187282104492187,118.43740844726562,443.4000244140625,8.86800048828125,1.8546436548747975,1.2771985403876525,0.2706922721862793,0.25454227447509764,11.043148856761857,0.0,67.0469343185425,0.12,87.9135829925537,0.16,84.63880071640016,0.2,98.10536537170411,0.7,118.43739938735962,0.72,118.48907947540285,0.74,102.7588836669922,0.84,88.72308959960937,0.98,63.37276506423949,1.0,2.4874247937359204,0.28049443581142836,0.2671118672214249,0.15121093961855925,0.19827148884064316,0.19088587292760606,0.22125701391502378,0.26711184678862043,0.26722840088243566,0.2317520929386155,0.20009716895449836,0.1429245863213119,92.16510006586711,0.20785993457636823,0.5,,32,True,weather,large,large,50
