Source,MAE,MAE_std,RMSE,RMSE_std,MAPE,MAPE_std
train_100_test_50_horizon_10_modeltype_timegpt-1_climate_results,0.1547307724248086,0.0580986483771561,0.1790852968444883,0.0597144546451745,6.683604327376271,7.499620334023141
train_1000_test_50_horizon_10_modeltype_timegpt-1_climate_results,0.1531256585095264,0.0647582394616134,0.1813981509152398,0.0654729376822739,2.12847985909336,1.9378489336455
train_1000_test_250_horizon_50_modeltype_timegpt-1-long-horizon_climate_results,0.1762132842684711,0.0691989735205168,0.2113564432258818,0.0744746476576069,4.603397960902067,4.301147896368296
train_1000_test_250_horizon_50_weather_results_weather,2.250377663096385,0.9040138987814844,2.70490976450899,0.9919087260075784,167405242867024.16,240062409587577.7
train_100_test_250_horizon_50_weather_results_weather,1.891754603578084,1.2453545324308446,2.2468820445230784,1.3569452710967944,66806800018474.03,130283723681670.95
train_100_test_50_horizon_10_model_timegpt-1_weather_results_weather,0.7716780018461188,0.4093828585428085,0.9270671346808608,0.5290248435369787,1.2883398691746497,1.5529569526760765
train_100_test_250_horizon_50_modeltype_timegpt-1-long-horizon_climate_results,0.2360911551400022,0.1185497470753091,0.2752842983640975,0.123046517432464,6.940539763616247,6.817675346973503
train_1000_test_50_horizon_10_weather_results_weather,1.0204292115932558,0.4584329407252713,1.1639700339087968,0.4974039014352929,0.1017333324774328,0.053801790139951
