results_file,Mean_absolute_error,Mean_squared_error,Root_mean_squared_error,Mean_absolute_percentage_error
weather_datatrain_1000_test_250_horizon_50_weather_results,2.250377663096385,8.300419754866054,2.8810449067770625,167405242867024.2
weather_datatrain_1000_test_50_horizon_10_weather_results,1.0204292115932558,1.602236881000696,1.2657949600945233,0.10173333247743288
weather_datatrain_100_test_250_horizon_50_weather_results,1.8917546035780837,6.889779390752162,2.624838926630006,66806800018474.03
weather_datatrain_100_test_50_horizon_10_model_timegpt-1_weather_results,0.7716780018461186,1.1393207572847066,1.067389693263293,1.2883398691746495
