DateTime,Nedbør,Nedbørsminutter,Middeltemperatur,Maksimumtemperatur,Minimumtemperatur,Middelvindhastighed,Højeste vindstød,Luftfugtighed
2024-04-22 22:00:00,0.0,0,-1.2,-0.1,-2.2,1.4,2.7,89
2024-04-22 23:00:00,0.0,0,-1.3,-0.1,-2.1,1.0,1.8,88
2024-04-23 00:00:00,0.0,0,-2.3,-1.9,-2.6,1.0,2.2,94
2024-04-23 01:00:00,0.0,0,-1.2,-0.2,-2.5,1.5,3.0,87
2024-04-23 02:00:00,0.0,0,-1.7,-0.5,-2.1,0.8,2.1,90
2024-04-23 03:00:00,0.0,0,-2.1,-1.5,-2.5,0.8,2.4,93
2024-04-23 04:00:00,0.0,0,-0.5,0.2,-1.9,1.6,2.8,87
2024-04-23 05:00:00,0.0,0,0.4,0.7,0.1,1.9,3.7,87
2024-04-23 06:00:00,0.0,0,1.6,3.0,0.5,2.4,4.5,86
2024-04-23 07:00:00,0.0,0,4.2,5.2,3.0,3.1,6.7,77
2024-04-23 08:00:00,0.0,0,5.7,6.3,4.9,4.7,9.0,68
2024-04-23 09:00:00,0.0,0,6.1,6.6,5.7,5.1,9.3,62
2024-04-23 10:00:00,0.1,4,5.3,6.5,3.9,4.9,10.4,68
2024-04-23 11:00:00,0.1,1,4.0,4.3,3.8,4.9,8.3,79
2024-04-23 12:00:00,0.6,10,3.9,4.2,3.5,5.8,9.4,83
2024-04-23 13:00:00,2.0,22,3.9,4.1,3.7,5.6,9.7,87
