MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.2],Coverage[0.2],QuantileLoss[0.3],Coverage[0.3],QuantileLoss[0.4],Coverage[0.4],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.6],Coverage[0.6],QuantileLoss[0.7],Coverage[0.7],QuantileLoss[0.8],Coverage[0.8],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.2],wQuantileLoss[0.3],wQuantileLoss[0.4],wQuantileLoss[0.5],wQuantileLoss[0.6],wQuantileLoss[0.7],wQuantileLoss[0.8],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA,context_length,rope_scaling,train_size,test_size,forecast_horizon
0.11909493803977966,2.03808331489563,2.125162363052368,0.3541937271753947,0.2246059626340866,1.5123398706738271,1.0415393511454265,1.800019900004069,14.479167267905261,0.0,0.5899915337562562,0.0,1.0216739892959594,0.0,1.4080203652381895,0.0,1.740517818927765,0.0,2.038083240389824,0.0,2.2375819444656373,0.0,2.2517811775207517,0.0,2.023263454437256,0.0,1.3535930871963502,0.0,0.34510134459283065,0.9743293517503161,0.9590247551572169,0.2776218626932825,0.4807510273372856,0.6625471962602667,0.81900463192274,0.9590247200983398,1.052899290599049,1.0595807721187576,0.9520512359965029,0.6369363163632289,1.6293896234697764,0.7667130059321615,0.5,,32,True,50,12,6
0.0030614780262112617,0.48107054829597473,1.5822144746780396,0.2637024124463399,0.24194477543686377,0.33139142835890084,0.4702526330947876,0.7409988244374593,5.588833491379676,0.0,0.46069855093955997,0.0,0.6515682816505433,0.0,0.7553707659244537,0.0,0.6569454193115234,0.0,0.48107054829597473,0.0,0.2129603624343872,0.16666666666666666,0.20895643234252934,0.8333333333333334,0.3777880251407622,1.0,0.4535124778747558,1.0,0.05533062466854374,0.2098222164721486,0.3040488859096466,0.2911732627356391,0.4118078124542054,0.4774136364023354,0.4152063009316126,0.3040488859096466,0.13459639375232105,0.1320658075669857,0.23877169068222387,0.28663148083450557,0.47320787376827667,0.2990794745854972,0.5,,32,True,50,12,6
0.0011630389684190352,0.2256123572587967,1.105191946029663,0.1841986576716105,0.2520803002750172,0.14916698965412725,0.30366770426432294,0.39140450954437256,4.243584610855027,0.0,0.3525250285863877,0.0,0.5420278370380401,0.0,0.5778195306658744,0.0,0.49024615287780765,0.0,0.22561235819011927,0.3333333333333333,0.17627659440040588,0.6666666666666666,0.3485888779163361,1.0,0.41744021773338313,1.0,0.44909679293632493,1.0,0.034103357142941736,0.18514443902051242,0.20413861869813274,0.3189717676217358,0.4904377370693328,0.5228227845322769,0.44358462314079294,0.20413861954081222,0.15949862377632154,0.31541025897684205,0.3777083421870857,0.4063518509609835,0.39773704337163107,0.35988051197846477,0.5,,32,True,50,12,6
0.0021303961984813213,0.15427373349666595,0.7448589205741882,0.12414315342903137,0.2579880850655692,0.09966463726251568,0.4587241013844808,0.4788041909535726,4.007217120233855,0.0,0.2956018209457397,0.0,0.39891229271888734,0.0,0.39806252717971796,0.0,0.3122511848807335,0.0,0.15427372232079506,0.3333333333333333,0.26925969719886783,1.0,0.4724197894334794,1.0,0.5633787155151365,1.0,0.4665368914604186,1.0,0.04615621516633834,0.371798314215728,0.2071180585146798,0.39685611970367435,0.535554158915595,0.5344133179916327,0.419208492045754,0.20711804351066954,0.36149086727900637,0.6342406278350079,0.756356270904087,0.6263426248567716,0.3700774046281973,0.496842280338022,0.5,,32,True,50,12,6
0.0036549518505732217,0.3045673370361328,0.6024113893508911,0.10040189822514851,0.25846653514438206,0.1963937916024592,0.8685739835103353,0.8869346777598063,3.141401598989831,0.0,0.2638147532939911,0.0,0.32746907174587253,0.0,0.3206752359867096,0.16666666666666666,0.31597564145922663,0.3333333333333333,0.3045673221349716,0.3333333333333333,0.27940889000892644,0.6666666666666666,0.28114259541034703,1.0,0.28824595808982845,1.0,0.2273419857025146,1.0,0.06045619778462107,0.602141979916054,0.5055803101005601,0.4379312176986829,0.5435970792297374,0.5323193446462604,0.5245180404037446,0.5055802853647045,0.4638174094118546,0.46669535201398354,0.47848689979188236,0.37738659945901687,0.28984905042582093,0.4811480253355408,0.5,,32,True,50,12,6
0.005766327182451884,0.3798583149909973,0.42181578278541565,0.07030263046423595,0.25943080798999685,0.24403315726329355,1.8283549944559734,1.141286055246989,3.1514761279884844,0.0,0.198361910879612,0.0,0.19516831561923026,0.0,0.21957825794816016,0.3333333333333333,0.30259851552546024,0.6666666666666666,0.3798583075404167,0.8333333333333334,0.47371041774749756,1.0,0.4529030710458757,1.0,0.4149558305740355,1.0,0.2646303087472915,1.0,0.07593633637759913,1.080135065731703,0.9005312994280189,0.47025720462556003,0.4626861383195694,0.5205548652025264,0.7173712503768426,0.900531281764904,1.1230267739613753,1.0736987318378142,0.9837370897644436,0.6273599034152619,0.3224183261808422,0.7643581376964774,0.5,,32,True,50,12,6
0.009444570789734522,0.5581498146057129,0.28516730666160583,0.047527884443600975,0.25778311177303914,0.36086525785620294,3.479429244995117,1.4898908933003743,2.5227989133530064,0.0,0.12517547272145746,0.0,0.2574389189481735,0.3333333333333333,0.3405658110976219,0.5,0.42636283636093136,1.0,0.5581497997045517,1.0,0.561323219537735,1.0,0.5474921554327012,1.0,0.4652338325977325,1.0,0.3019409865140914,1.0,0.09718318161973563,2.0447613597246934,1.9572714037238572,0.4389545007345358,0.9027644927532444,1.1942666748322408,1.4951322483361509,1.9572713514697564,1.9683996251499825,1.9198980480689658,1.6314416895966368,1.0588204869935882,0.39818700365722176,1.3963276797705668,0.5,,32,True,50,12,6
0.10328363378842671,1.9362455606460571,2.125162363052368,0.3541937271753947,0.2246059626340866,1.4367721571432353,1.008821725845337,1.6906107266743977,9.57409529541608,0.0,0.5789597988128663,0.0,1.0285794973373414,0.0,1.4100535333156585,0.0,1.6789478778839113,0.0,1.936245545744896,0.0,2.085223639011383,0.0,2.072791078686714,0.0,1.7517154574394227,0.0,1.1955848544836043,0.3333333333333333,0.3213777120281161,0.9073500950765616,0.9111047674799915,0.2724308546389402,0.48400042990597386,0.6635039081392352,0.790032755649051,0.9111047604682161,0.9812067422539795,0.9753565726194994,0.8242737062797573,0.5625851818523584,1.5264556980795332,0.7182772124230012,0.25555555555555554,,50,True,50,12,6
0.008580775931477547,0.7783876061439514,1.5822144746780396,0.2637024124463399,0.24194477543686377,0.5362019802097869,0.7424844106038412,1.1070844332377117,4.826520717767296,0.0,0.45684285163879396,0.0,0.742160952091217,0.0,0.9069411993026733,0.0,0.9155714392662049,0.0,0.7783876210451126,0.0,0.5230805620551109,0.0,0.18377062529325486,0.5,0.2227655947208404,1.0,0.3284640371799469,1.0,0.09263247773582194,0.35127656541508306,0.4919608678857165,0.288736362200046,0.4690646963283769,0.5732100254532333,0.578664557756945,0.4919608773036314,0.33060028866285723,0.11614773359386049,0.1407935512447959,0.20759766923936473,0.5619983202881282,0.35519730686479006,0.5,,50,True,50,12,6
0.008268932501475016,0.6457751989364624,1.105191946029663,0.1841986576716105,0.2520803002750172,0.42696394643024976,1.024157206217448,1.133347749710083,3.539511336778731,0.0,0.4172469735145569,0.0,0.6619328439235688,0.0,0.7528626859188079,0.0,0.7948921024799347,0.0,0.6457751542329788,0.0,0.4420637257397175,0.0,0.24884294420480726,0.3333333333333333,0.19074619412422172,1.0,0.2567687720060348,1.0,0.09093367088969309,0.49367173484949983,0.5843104460328106,0.3775334909139467,0.5989302096360035,0.6812053676498664,0.7192344328381488,0.5843104055841956,0.39998818967854893,0.22515812307424143,0.17259100992317777,0.23232957218740283,0.4901257106827366,0.44347564460950356,0.5,,50,True,50,12,6
